Release Period,State,Facility ID,Completed Surveys,Response Rate (%)
07_2019,CA,51303,140,26
07_2019,CA,51304,43,27
07_2019,CA,51305,37,29
07_2019,CA,51306,Not Available,Not Available
07_2019,CA,51307,Not Available,Not Available
07_2019,CA,51308,Not Available,Not Available
07_2019,CA,51309,Not Available,Not Available
07_2019,CA,05130F,335,36
07_2019,CA,51310,358,29
07_2019,CA,51311,31,25
07_2019,CA,51312,44,23
07_2019,CA,51314,79,21
07_2019,CA,51315,73,35
07_2019,CA,51316,221,23
07_2019,CA,51317,181,21
07_2019,CA,51318,235,24
07_2019,CA,51319,152,23
07_2019,CA,51320,150,26
07_2019,CA,51321,115,26
07_2019,CA,51323,60,13
07_2019,CA,51324,177,25
07_2019,CA,51325,159,25
07_2019,CA,51326,81,19
07_2019,CA,51327,29,27
07_2019,CA,51328,216,19
07_2019,CA,51329,260,19
07_2019,CA,51330,Not Available,Not Available
07_2019,CA,51331,51,33
07_2019,CA,51332,103,18
07_2019,CA,51333,Not Available,Not Available
07_2019,CA,51334,114,30
07_2019,CA,51335,28,27
07_2019,CA,53300,Not Available,Not Available
07_2019,CA,53301,Not Available,Not Available
07_2019,CA,53302,Not Available,Not Available
07_2019,CA,53303,Not Available,Not Available
07_2019,CA,53304,Not Available,Not Available
07_2019,CA,53305,Not Available,Not Available
07_2019,CA,53306,Not Available,Not Available
07_2019,CA,53308,Not Available,Not Available
07_2019,CA,53309,Not Available,Not Available
07_2019,CA,53310,Not Available,Not Available
07_2019,CA,53311,Not Available,Not Available
07_2019,CO,60001,729,32
07_2019,CO,60003,323,23
07_2019,CO,60004,486,19
07_2019,CO,60006,404,28
07_2019,CO,60008,288,22
07_2019,CO,60009,1900,22
07_2019,CO,60010,3126,32
07_2019,CO,60011,1850,20
07_2019,CO,60012,359,24
07_2019,CO,60013,375,26
07_2019,CO,60014,1034,17
07_2019,CO,60015,283,23
07_2019,CO,60020,3258,23
07_2019,CO,60022,4419,23
07_2019,CO,60023,2192,24
07_2019,CO,60024,5505,22
07_2019,CO,60027,628,34
07_2019,CO,60028,4122,26
07_2019,CO,60030,613,32
07_2019,CO,60031,376,27
07_2019,CO,60032,1146,16
07_2019,CO,60034,1119,17
07_2019,CO,60044,181,25
07_2019,CO,60049,336,33
07_2019,CO,60054,552,30
07_2019,CO,06005F,360,38
07_2019,CO,60064,304,31
07_2019,CO,60065,801,15
07_2019,CO,60071,303,29
07_2019,CO,60075,493,23
07_2019,CO,60076,188,28
07_2019,CO,06007F,317,49
07_2019,CO,60096,383,30
07_2019,CO,60100,1162,18
07_2019,CO,60103,276,20
07_2019,CO,60104,343,18
07_2019,CO,60107,Not Available,Not Available
07_2019,CO,60112,1065,16
07_2019,CO,60113,416,28
07_2019,CO,60114,384,22
07_2019,CO,60116,2718,27
07_2019,CO,60117,262,58
07_2019,CO,60118,287,27
07_2019,CO,60119,3054,32
07_2019,CO,60124,350,47
07_2019,CO,60125,315,24
07_2019,CO,60126,245,27
07_2019,CO,60128,Not Available,Not Available
07_2019,CO,60129,Not Available,Not Available
07_2019,CO,60130,Not Available,Not Available
07_2019,CO,61300,Not Available,Not Available
07_2019,CO,61301,99,29
07_2019,CO,61302,80,30
07_2019,CO,61303,64,26
07_2019,CO,61304,Not Available,Not Available
07_2019,CO,61305,41,31
07_2019,CO,61306,Not Available,Not Available
07_2019,CO,61307,Not Available,Not Available
07_2019,CO,61308,Not Available,Not Available
07_2019,CO,61309,87,33
07_2019,CO,61310,Not Available,Not Available
07_2019,CO,61311,38,34
07_2019,CO,61312,91,28
07_2019,CO,61313,59,22
07_2019,CO,61314,121,20
07_2019,CO,61315,36,26
07_2019,CO,61316,34,34
07_2019,CO,61317,163,22
07_2019,CO,61318,Not Available,Not Available
07_2019,CO,61319,Not Available,Not Available
07_2019,CO,61320,124,28
07_2019,CO,61321,80,19
07_2019,CO,61322,217,31
07_2019,CO,61323,92,23
07_2019,CO,61324,160,26
07_2019,CO,61325,Not Available,Not Available
07_2019,CO,61326,Not Available,Not Available
07_2019,CO,61327,266,40
07_2019,CO,61328,Not Available,Not Available
07_2019,CO,61336,199,18
07_2019,CO,61343,Not Available,Not Available
07_2019,CO,61344,230,23
07_2019,CO,63301,Not Available,Not Available
07_2019,CT,70002,4952,28
07_2019,CT,70003,314,27
07_2019,CT,70004,342,31
07_2019,CT,70005,919,17
07_2019,CT,70006,1258,21
07_2019,CT,70007,1635,22
07_2019,CT,70008,321,25
07_2019,CT,70010,700,19
07_2019,CT,70011,648,23
07_2019,CT,70012,266,23
07_2019,CT,70016,674,21
07_2019,CT,70017,1897,30
07_2019,CT,70018,436,28
07_2019,CT,70019,388,36
07_2019,CT,70020,1522,29
07_2019,CT,70021,532,27
07_2019,CT,70022,730,22
07_2019,CT,70024,522,23
07_2019,CT,70025,2103,25
07_2019,CT,70027,472,19
07_2019,CT,70028,1923,30
07_2019,CT,70029,371,20
07_2019,CT,70031,751,20
07_2019,CT,70033,447,24
07_2019,CT,70034,845,23
07_2019,CT,70035,1443,19
07_2019,CT,70036,847,24
07_2019,CT,70038,Not Available,Not Available
07_2019,CT,70039,Not Available,Not Available
07_2019,CT,07003F,301,39
07_2019,CT,70040,Not Available,Not Available
07_2019,CT,73300,Not Available,Not Available
07_2019,DE,80001,881,21
07_2019,DE,80003,583,14
07_2019,DE,80004,944,20
07_2019,DE,80006,675,18
07_2019,DE,80007,499,31
07_2019,DE,80009,735,21
07_2019,DE,08002F,261,34
07_2019,DE,83300,Not Available,Not Available
07_2019,DC,90001,1551,16
07_2019,DC,90003,548,13
07_2019,DC,90004,584,24
07_2019,DC,90005,2660,29
07_2019,DC,90006,1044,29
07_2019,DC,90008,170,6
07_2019,DC,90011,593,26
07_2019,DC,09002F,395,26
07_2019,DC,93300,Not Available,Not Available
07_2019,FL,100001,2971,31
07_2019,FL,100002,2029,25
07_2019,FL,100006,1713,16
07_2019,FL,100007,12182,18
07_2019,FL,100008,650,18
07_2019,FL,100012,5082,27
07_2019,FL,100014,1043,26
07_2019,FL,100017,1894,23
07_2019,FL,100018,1662,27
07_2019,FL,100019,2196,25
07_2019,FL,100022,8616,23
07_2019,FL,100023,1189,21
07_2019,FL,100025,2487,33
07_2019,FL,100026,850,20
07_2019,FL,100028,904,24
07_2019,FL,100029,1655,18
07_2019,FL,100030,362,15
07_2019,FL,100032,811,17
07_2019,FL,100034,2886,19
07_2019,FL,100035,1718,20
07_2019,FL,100038,2808,15
07_2019,FL,100039,1952,12
07_2019,FL,100040,3579,34
07_2019,FL,100043,1056,28
07_2019,FL,100044,2075,24
07_2019,FL,100045,1282,21
07_2019,FL,100046,1431,24
07_2019,FL,100047,535,25
07_2019,FL,100048,75,21
07_2019,FL,100049,363,21
07_2019,FL,100050,187,7
07_2019,FL,100051,347,20
07_2019,FL,100052,2872,22
07_2019,FL,100053,834,15
07_2019,FL,100054,315,21
07_2019,FL,100055,820,22
07_2019,FL,100057,2773,24
07_2019,FL,100062,1464,26
07_2019,FL,100063,1300,20
07_2019,FL,100067,3096,23
07_2019,FL,100068,2206,25
07_2019,FL,100069,882,21
07_2019,FL,100070,1102,27
07_2019,FL,100071,901,18
07_2019,FL,100072,1630,23
07_2019,FL,100073,1556,25
07_2019,FL,100075,6593,17
07_2019,FL,100077,864,24
07_2019,FL,100080,1559,17
07_2019,FL,100081,141,36
07_2019,FL,100084,3491,27
07_2019,FL,100086,1724,19
07_2019,FL,100087,6092,34
07_2019,FL,100088,337,19
07_2019,FL,100090,967,25
07_2019,FL,100092,343,20
07_2019,FL,100093,1577,25
07_2019,FL,100099,555,24
07_2019,FL,10009F,308,37
07_2019,FL,100102,377,18
07_2019,FL,100105,1833,22
07_2019,FL,100106,86,17
07_2019,FL,100107,379,21
07_2019,FL,100109,1982,27
07_2019,FL,100110,1225,20
07_2019,FL,100113,2308,18
07_2019,FL,100117,520,24
07_2019,FL,100118,1754,30
07_2019,FL,100121,476,20
07_2019,FL,100122,471,21
07_2019,FL,100124,504,20
07_2019,FL,100125,293,9
07_2019,FL,100126,621,19
07_2019,FL,100127,5327,27
07_2019,FL,100128,3654,18
07_2019,FL,100130,202,16
07_2019,FL,100131,1073,17
07_2019,FL,100132,917,16
07_2019,FL,100134,Not Available,Not Available
07_2019,FL,100135,712,18
07_2019,FL,100137,577,24
07_2019,FL,100140,474,24
07_2019,FL,100142,375,21
07_2019,FL,100150,385,19
07_2019,FL,100151,516,29
07_2019,FL,100154,610,18
07_2019,FL,100156,769,19
07_2019,FL,100157,5497,21
07_2019,FL,10015F,Not Available,Not Available
07_2019,FL,100161,1203,17
07_2019,FL,100166,1085,23
07_2019,FL,100167,2157,17
07_2019,FL,100168,2776,30
07_2019,FL,100173,2900,18
07_2019,FL,100175,220,26
07_2019,FL,100176,985,17
07_2019,FL,100177,826,26
07_2019,FL,100179,2119,17
07_2019,FL,100180,585,16
07_2019,FL,100181,60,8
07_2019,FL,100183,917,21
07_2019,FL,100187,1173,22
07_2019,FL,100189,1086,17
07_2019,FL,100191,1118,17
07_2019,FL,100200,825,19
07_2019,FL,100204,2131,19
07_2019,FL,100206,537,18
07_2019,FL,100209,1228,21
07_2019,FL,100211,246,19
07_2019,FL,100212,2368,22
07_2019,FL,100213,1079,21
07_2019,FL,100217,322,29
07_2019,FL,100220,3595,29
07_2019,FL,100223,1112,17
07_2019,FL,100224,817,16
07_2019,FL,100226,1807,16
07_2019,FL,100228,1079,18
07_2019,FL,100230,917,18
07_2019,FL,100231,1945,19
07_2019,FL,100232,713,18
07_2019,FL,100236,1105,23
07_2019,FL,100238,998,18
07_2019,FL,100242,1100,15
07_2019,FL,100243,1122,17
07_2019,FL,100244,2416,28
07_2019,FL,100246,985,16
07_2019,FL,100248,1039,19
07_2019,FL,100249,556,26
07_2019,FL,100252,583,18
07_2019,FL,100253,1278,18
07_2019,FL,100254,1198,18
07_2019,FL,100255,283,17
07_2019,FL,100256,1238,20
07_2019,FL,100258,1114,17
07_2019,FL,100259,900,23
07_2019,FL,100260,1074,18
07_2019,FL,100264,1252,19
07_2019,FL,100265,3147,26
07_2019,FL,100266,732,31
07_2019,FL,100267,443,20
07_2019,FL,100268,1021,16
07_2019,FL,100269,1073,18
07_2019,FL,100275,963,15
07_2019,FL,100276,1077,13
07_2019,FL,100277,Not Available,Not Available
07_2019,FL,100281,2628,17
07_2019,FL,100284,98,8
07_2019,FL,100285,1065,14
07_2019,FL,100286,1320,25
07_2019,FL,100287,873,16
07_2019,FL,100288,1188,18
07_2019,FL,100289,1311,27
07_2019,FL,100290,3312,35
07_2019,FL,100291,313,24
07_2019,FL,100292,988,31
07_2019,FL,100296,489,20
07_2019,FL,100298,Not Available,Not Available
07_2019,FL,100299,499,18
07_2019,FL,100302,423,18
07_2019,FL,100307,2147,32
07_2019,FL,100313,108,33
07_2019,FL,100314,575,14
07_2019,FL,100315,1013,34
07_2019,FL,100316,709,23
07_2019,FL,100319,1540,25
07_2019,FL,100320,529,18
07_2019,FL,100321,579,35
07_2019,FL,100322,122,79
07_2019,FL,100329,355,16
07_2019,FL,10057F,325,42
07_2019,FL,10063F,384,35
07_2019,FL,10064F,371,32
07_2019,FL,10065F,346,36
07_2019,FL,10099F,394,37
07_2019,FL,101300,194,28
07_2019,FL,101301,133,21
07_2019,FL,101303,Not Available,Not Available
07_2019,FL,101304,Not Available,Not Available
07_2019,FL,101305,Not Available,Not Available
07_2019,FL,101307,Not Available,Not Available
07_2019,FL,101308,72,16
07_2019,FL,101309,42,15
07_2019,FL,101310,170,22
07_2019,FL,101311,44,19
07_2019,FL,101312,Not Available,Not Available
07_2019,FL,101313,109,32
07_2019,FL,103300,Not Available,Not Available
07_2019,FL,103301,Not Available,Not Available
07_2019,FL,103303,Not Available,Not Available
07_2019,FL,103304,Not Available,Not Available
07_2019,GA,110001,432,17
07_2019,GA,110002,401,24
07_2019,GA,110003,896,19
07_2019,GA,110005,2430,20
07_2019,GA,110006,875,25
07_2019,GA,110007,1327,17
07_2019,GA,110008,1590,22
07_2019,GA,110010,463,24
07_2019,GA,110011,1026,18
07_2019,GA,110015,370,17
07_2019,GA,110016,543,13
07_2019,GA,110018,572,14
07_2019,GA,110023,479,15
07_2019,GA,110024,539,16
07_2019,GA,110025,1211,19
07_2019,GA,110026,77,23
07_2019,GA,110027,202,16
07_2019,GA,110028,698,22
07_2019,GA,110029,3666,25
07_2019,GA,110030,1080,18
07_2019,GA,110031,718,15
07_2019,GA,110032,159,18
07_2019,GA,110034,720,15
07_2019,GA,110035,3101,20
07_2019,GA,110036,1768,19
07_2019,GA,110038,677,19
07_2019,GA,110040,83,18
07_2019,GA,110041,250,22
07_2019,GA,110042,681,19
07_2019,GA,110043,779,28
07_2019,GA,110044,350,17
07_2019,GA,110045,197,22
07_2019,GA,110046,218,19
07_2019,GA,110050,81,20
07_2019,GA,110051,341,26
07_2019,GA,110054,717,13
07_2019,GA,110064,770,13
07_2019,GA,110069,787,14
07_2019,GA,110071,61,16
07_2019,GA,110073,184,27
07_2019,GA,110074,1309,20
07_2019,GA,110075,489,20
07_2019,GA,110076,550,14
07_2019,GA,110078,467,14
07_2019,GA,110079,502,8
07_2019,GA,110082,607,26
07_2019,GA,110083,1884,20
07_2019,GA,110086,83,29
07_2019,GA,110087,1254,13
07_2019,GA,110089,377,13
07_2019,GA,110091,853,14
07_2019,GA,110092,156,22
07_2019,GA,110095,855,13
07_2019,GA,110100,83,34
07_2019,GA,110101,32,24
07_2019,GA,110104,459,21
07_2019,GA,110105,513,22
07_2019,GA,110107,453,19
07_2019,GA,110109,135,25
07_2019,GA,110111,88,22
07_2019,GA,110113,45,32
07_2019,GA,110115,703,9
07_2019,GA,110121,185,19
07_2019,GA,110122,590,19
07_2019,GA,110124,290,17
07_2019,GA,110125,873,17
07_2019,GA,110128,439,22
07_2019,GA,110129,1125,28
07_2019,GA,110130,44,7
07_2019,GA,110132,310,28
07_2019,GA,110135,151,25
07_2019,GA,110142,99,19
07_2019,GA,110143,1299,14
07_2019,GA,110146,286,14
07_2019,GA,110150,312,17
07_2019,GA,110153,183,23
07_2019,GA,110161,5353,17
07_2019,GA,110164,1564,18
07_2019,GA,110165,387,23
07_2019,GA,110168,1097,21
07_2019,GA,110177,2090,19
07_2019,GA,110184,533,16
07_2019,GA,110187,Not Available,Not Available
07_2019,GA,110189,214,24
07_2019,GA,110190,Not Available,Not Available
07_2019,GA,110191,1337,14
07_2019,GA,110192,1351,17
07_2019,GA,110194,167,18
07_2019,GA,110198,689,18
07_2019,GA,110200,498,35
07_2019,GA,110201,439,19
07_2019,GA,110209,Not Available,Not Available
07_2019,GA,110215,1737,17
07_2019,GA,110225,516,20
07_2019,GA,110226,516,16
07_2019,GA,110229,1122,15
07_2019,GA,110230,664,20
07_2019,GA,110233,269,21
07_2019,GA,110234,35,21
07_2019,GA,110236,98,25
07_2019,GA,11029F,334,24
07_2019,GA,11030F,353,30
07_2019,GA,11031F,62,33
07_2019,GA,111300,44,18
07_2019,GA,111302,Not Available,Not Available
07_2019,GA,111303,Not Available,Not Available
07_2019,GA,111304,74,24
07_2019,GA,111305,Not Available,Not Available
07_2019,GA,111306,41,18
07_2019,GA,111308,36,23
07_2019,GA,111310,172,22
07_2019,GA,111311,Not Available,Not Available
07_2019,GA,111312,Not Available,Not Available
07_2019,GA,111313,61,20
07_2019,GA,111314,Not Available,Not Available
07_2019,GA,111316,26,15
07_2019,GA,111318,45,22
07_2019,GA,111319,74,27
07_2019,GA,111320,126,24
07_2019,GA,111323,502,40
07_2019,GA,111324,57,31
07_2019,GA,111325,61,17
07_2019,GA,111326,49,25
07_2019,GA,111327,228,23
07_2019,GA,111328,42,26
07_2019,GA,111329,155,28
07_2019,GA,111330,Not Available,Not Available
07_2019,GA,111331,59,21
07_2019,GA,111332,67,20
07_2019,GA,111333,53,18
07_2019,GA,111334,118,40
07_2019,GA,111335,164,20
07_2019,GA,111336,43,24
07_2019,GA,113300,Not Available,Not Available
07_2019,GA,113301,Not Available,Not Available
07_2019,HI,120001,2459,25
07_2019,HI,120002,1628,24
07_2019,HI,120004,170,21
07_2019,HI,120005,546,21
07_2019,HI,120006,753,27
07_2019,HI,120007,400,33
07_2019,HI,120011,3160,34
07_2019,HI,120014,395,16
07_2019,HI,120019,541,21
07_2019,HI,120022,1239,28
07_2019,HI,120026,1134,30
07_2019,HI,120028,296,22
07_2019,HI,121300,58,13
07_2019,HI,121301,Not Available,Not Available
07_2019,HI,121302,Not Available,Not Available
07_2019,HI,121303,Not Available,Not Available
07_2019,HI,121304,Not Available,Not Available
07_2019,HI,121305,Not Available,Not Available
07_2019,HI,121306,Not Available,Not Available
07_2019,HI,121307,Not Available,Not Available
07_2019,HI,121308,Not Available,Not Available
07_2019,HI,123300,Not Available,Not Available
07_2019,HI,123301,Not Available,Not Available
07_2019,ID,130002,1447,25
07_2019,ID,130003,522,22
07_2019,ID,130006,2336,29
07_2019,ID,130007,2564,27
07_2019,ID,130013,524,21
07_2019,ID,130014,473,21
07_2019,ID,130018,1122,20
07_2019,ID,130025,243,27
07_2019,ID,130028,623,23
07_2019,ID,13003F,353,45
07_2019,ID,130049,1076,28
07_2019,ID,130063,287,51
07_2019,ID,130065,266,32
07_2019,ID,130066,638,54
07_2019,ID,130067,Not Available,Not Available
07_2019,ID,130071,Not Available,Not Available
07_2019,ID,131301,Not Available,Not Available
07_2019,ID,131302,134,35
07_2019,ID,131303,31,42
07_2019,ID,131304,Not Available,Not Available
07_2019,ID,131305,103,32
07_2019,ID,131307,65,36
07_2019,ID,131308,Not Available,Not Available
07_2019,ID,131309,31,22
07_2019,ID,131310,97,27
07_2019,ID,131311,140,23
07_2019,ID,131312,172,36
07_2019,ID,131313,59,35
07_2019,ID,131314,45,24
07_2019,ID,131315,82,26
07_2019,ID,131316,80,36
07_2019,ID,131317,Not Available,Not Available
07_2019,ID,131318,54,26
07_2019,ID,131319,104,39
07_2019,ID,131320,201,38
07_2019,ID,131321,175,41
07_2019,ID,131322,138,27
07_2019,ID,131323,316,35
07_2019,ID,131324,Not Available,Not Available
07_2019,ID,131325,319,23
07_2019,ID,131326,295,25
07_2019,ID,131327,164,22
07_2019,ID,131328,337,31
07_2019,IL,140001,387,31
07_2019,IL,140002,892,32
07_2019,IL,140007,302,24
07_2019,IL,140008,867,24
07_2019,IL,140010,4291,27
07_2019,IL,140011,519,22
07_2019,IL,140012,375,21
07_2019,IL,140013,655,30
07_2019,IL,140015,1581,36
07_2019,IL,140018,496,6
07_2019,IL,140019,45,29
07_2019,IL,140029,722,21
07_2019,IL,140030,2298,23
07_2019,IL,140032,1215,35
07_2019,IL,140033,Not Available,Not Available
07_2019,IL,140034,320,21
07_2019,IL,14003F,337,24
07_2019,IL,140040,282,23
07_2019,IL,140043,437,32
07_2019,IL,140046,413,26
07_2019,IL,140048,683,12
07_2019,IL,140049,873,17
07_2019,IL,14004F,222,37
07_2019,IL,140052,513,24
07_2019,IL,140053,2157,28
07_2019,IL,140054,1061,19
07_2019,IL,140058,237,21
07_2019,IL,140059,186,47
07_2019,IL,140062,1114,35
07_2019,IL,140063,594,19
07_2019,IL,140064,554,31
07_2019,IL,140065,1342,28
07_2019,IL,140067,4471,28
07_2019,IL,140068,208,16
07_2019,IL,140077,54,10
07_2019,IL,14007F,334,38
07_2019,IL,140080,328,16
07_2019,IL,140082,366,15
07_2019,IL,140083,49,4
07_2019,IL,140084,856,17
07_2019,IL,140088,1978,15
07_2019,IL,140089,244,28
07_2019,IL,14008F,356,41
07_2019,IL,140091,3038,24
07_2019,IL,140093,386,23
07_2019,IL,140095,210,7
07_2019,IL,140100,319,26
07_2019,IL,140101,336,32
07_2019,IL,140103,276,7
07_2019,IL,140110,465,24
07_2019,IL,140113,408,33
07_2019,IL,140114,547,16
07_2019,IL,140115,161,22
07_2019,IL,140116,3215,26
07_2019,IL,140117,423,27
07_2019,IL,140118,506,19
07_2019,IL,140119,2602,20
07_2019,IL,140120,339,20
07_2019,IL,140122,1859,26
07_2019,IL,140124,1163,11
07_2019,IL,140125,337,21
07_2019,IL,140127,1647,29
07_2019,IL,140130,401,25
07_2019,IL,140133,422,7
07_2019,IL,140135,888,24
07_2019,IL,140137,108,23
07_2019,IL,140143,408,31
07_2019,IL,140145,310,32
07_2019,IL,140147,217,24
07_2019,IL,140148,1788,22
07_2019,IL,140150,412,8
07_2019,IL,140155,354,24
07_2019,IL,140158,654,12
07_2019,IL,140160,711,29
07_2019,IL,140161,336,28
07_2019,IL,140162,993,31
07_2019,IL,140164,466,23
07_2019,IL,140166,1079,24
07_2019,IL,140167,Not Available,Not Available
07_2019,IL,140172,361,13
07_2019,IL,140174,625,24
07_2019,IL,140177,276,11
07_2019,IL,140179,455,19
07_2019,IL,140180,323,12
07_2019,IL,140181,107,12
07_2019,IL,140182,1586,17
07_2019,IL,140184,536,25
07_2019,IL,140185,2252,37
07_2019,IL,140186,352,28
07_2019,IL,140187,1733,26
07_2019,IL,140189,805,28
07_2019,IL,140191,727,26
07_2019,IL,140197,33,19
07_2019,IL,140200,868,27
07_2019,IL,140202,1789,22
07_2019,IL,140206,455,19
07_2019,IL,140208,3888,20
07_2019,IL,140209,838,25
07_2019,IL,140210,255,21
07_2019,IL,140211,777,29
07_2019,IL,140213,3247,28
07_2019,IL,140217,376,32
07_2019,IL,140223,3532,22
07_2019,IL,140224,341,20
07_2019,IL,140228,1225,25
07_2019,IL,140231,2235,27
07_2019,IL,140233,2466,31
07_2019,IL,140234,490,35
07_2019,IL,140239,1645,19
07_2019,IL,140240,490,20
07_2019,IL,140242,1141,29
07_2019,IL,140250,1240,17
07_2019,IL,140251,622,20
07_2019,IL,140252,2423,27
07_2019,IL,140258,1147,26
07_2019,IL,140275,647,25
07_2019,IL,140276,2957,20
07_2019,IL,140280,805,26
07_2019,IL,140281,1141,21
07_2019,IL,140286,688,24
07_2019,IL,140288,2789,28
07_2019,IL,140289,351,36
07_2019,IL,140290,1239,25
07_2019,IL,140291,1987,29
07_2019,IL,140292,331,14
07_2019,IL,140294,255,30
07_2019,IL,140300,71,14
07_2019,IL,140304,667,15
07_2019,IL,140307,678,35
07_2019,IL,14034F,365,26
07_2019,IL,141300,47,44
07_2019,IL,141301,67,40
07_2019,IL,141302,102,44
07_2019,IL,141303,44,34
07_2019,IL,141304,39,35
07_2019,IL,141305,137,31
07_2019,IL,141306,45,30
07_2019,IL,141307,100,32
07_2019,IL,141308,54,46
07_2019,IL,141309,65,38
07_2019,IL,141310,103,37
07_2019,IL,141311,109,32
07_2019,IL,141312,100,31
07_2019,IL,141313,43,36
07_2019,IL,141315,60,32
07_2019,IL,141316,69,30
07_2019,IL,141317,209,29
07_2019,IL,141318,53,33
07_2019,IL,141319,479,39
07_2019,IL,141320,135,28
07_2019,IL,141321,46,29
07_2019,IL,141322,126,28
07_2019,IL,141323,205,25
07_2019,IL,141324,100,21
07_2019,IL,141325,104,33
07_2019,IL,141326,71,34
07_2019,IL,141327,229,50
07_2019,IL,141328,80,29
07_2019,IL,141329,46,24
07_2019,IL,141330,140,47
07_2019,IL,141331,93,30
07_2019,IL,141332,38,29
07_2019,IL,141333,58,38
07_2019,IL,141334,88,23
07_2019,IL,141335,83,25
07_2019,IL,141336,208,34
07_2019,IL,141337,176,34
07_2019,IL,141338,142,42
07_2019,IL,141339,129,26
07_2019,IL,141340,144,29
07_2019,IL,141341,87,36
07_2019,IL,141342,88,26
07_2019,IL,141343,129,20
07_2019,IL,141344,75,32
07_2019,IL,141345,149,46
07_2019,IL,141346,99,30
07_2019,IL,141347,70,25
07_2019,IL,141348,178,31
07_2019,IL,141349,80,27
07_2019,IL,141350,252,28
07_2019,IL,141351,62,27
07_2019,IL,143300,Not Available,Not Available
07_2019,IL,143301,Not Available,Not Available
07_2019,IL,143302,Not Available,Not Available
07_2019,IN,150001,349,31
07_2019,IN,150002,783,13
07_2019,IN,150004,368,12
07_2019,IN,150005,479,22
07_2019,IN,150006,531,21
07_2019,IN,150007,557,21
07_2019,IN,150008,495,13
07_2019,IN,150009,395,23
07_2019,IN,150010,989,35
07_2019,IN,150011,486,19
07_2019,IN,150012,2030,26
07_2019,IN,150015,794,21
07_2019,IN,150017,1605,26
07_2019,IN,150018,349,26
07_2019,IN,150021,3259,36
07_2019,IN,150022,173,26
07_2019,IN,150023,540,24
07_2019,IN,150024,588,9
07_2019,IN,150026,918,26
07_2019,IN,15002F,Not Available,Not Available
07_2019,IN,150030,534,30
07_2019,IN,150034,1303,25
07_2019,IN,150035,879,25
07_2019,IN,150037,540,38
07_2019,IN,15003F,318,34
07_2019,IN,150042,472,26
07_2019,IN,150044,754,25
07_2019,IN,150045,322,28
07_2019,IN,150046,647,20
07_2019,IN,150047,312,18
07_2019,IN,150048,1607,22
07_2019,IN,15004F,309,41
07_2019,IN,150051,1038,24
07_2019,IN,150056,1601,20
07_2019,IN,150057,771,35
07_2019,IN,150058,363,25
07_2019,IN,150059,774,33
07_2019,IN,150061,279,22
07_2019,IN,150064,142,31
07_2019,IN,150065,391,25
07_2019,IN,150069,342,25
07_2019,IN,150072,357,33
07_2019,IN,150074,1583,21
07_2019,IN,150075,328,31
07_2019,IN,150076,352,26
07_2019,IN,150082,1065,29
07_2019,IN,150084,4434,33
07_2019,IN,150086,310,23
07_2019,IN,150088,1078,36
07_2019,IN,150089,646,23
07_2019,IN,150090,380,25
07_2019,IN,150091,356,36
07_2019,IN,150097,479,23
07_2019,IN,150100,2616,33
07_2019,IN,150101,369,36
07_2019,IN,150102,72,20
07_2019,IN,150104,427,25
07_2019,IN,150109,1043,27
07_2019,IN,150112,1302,32
07_2019,IN,150113,573,25
07_2019,IN,150115,329,31
07_2019,IN,150125,2181,24
07_2019,IN,150126,1308,25
07_2019,IN,150128,703,24
07_2019,IN,150133,420,24
07_2019,IN,150146,337,36
07_2019,IN,150149,405,17
07_2019,IN,150150,521,20
07_2019,IN,150153,1453,47
07_2019,IN,150157,933,31
07_2019,IN,150158,782,26
07_2019,IN,150160,1305,52
07_2019,IN,150161,902,26
07_2019,IN,150162,2501,25
07_2019,IN,150165,508,27
07_2019,IN,150166,267,34
07_2019,IN,150167,334,59
07_2019,IN,150168,488,41
07_2019,IN,150169,700,22
07_2019,IN,150172,185,42
07_2019,IN,150173,478,25
07_2019,IN,150175,633,41
07_2019,IN,150176,283,26
07_2019,IN,150177,187,40
07_2019,IN,150179,Not Available,Not Available
07_2019,IN,150181,335,31
07_2019,IN,150182,155,57
07_2019,IN,150183,233,31
07_2019,IN,151300,60,34
07_2019,IN,151301,118,32
07_2019,IN,151302,Not Available,Not Available
07_2019,IN,151303,54,41
07_2019,IN,151304,79,31
07_2019,IN,151305,114,27
07_2019,IN,151306,Not Available,Not Available
07_2019,IN,151307,80,31
07_2019,IN,151308,50,26
07_2019,IN,151309,50,38
07_2019,IN,151310,264,39
07_2019,IN,151311,Not Available,Not Available
07_2019,IN,151312,Not Available,Not Available
07_2019,IN,151313,218,25
07_2019,IN,151314,Not Available,Not Available
07_2019,IN,151315,310,29
07_2019,IN,151316,Not Available,Not Available
07_2019,IN,151317,133,27
07_2019,IN,151318,143,25
07_2019,IN,151319,61,29
07_2019,IN,151320,Not Available,Not Available
07_2019,IN,151322,178,29
07_2019,IN,151323,209,28
07_2019,IN,151324,79,32
07_2019,IN,151325,26,27
07_2019,IN,151326,100,23
07_2019,IN,151327,126,27
07_2019,IN,151328,Not Available,Not Available
07_2019,IN,151329,334,28
07_2019,IN,151330,301,33
07_2019,IN,151331,228,21
07_2019,IN,151332,224,27
07_2019,IN,151333,131,27
07_2019,IN,151334,142,25
07_2019,IN,151335,129,27
07_2019,IA,160001,321,22
07_2019,IA,160005,325,39
07_2019,IA,160008,89,25
07_2019,IA,160013,186,19
