SURVEY_NAME,QUESTION_ID,QUESTION_TXT,ANSWER_TXT,NUM_RESPONSES,TOTAL_RESPONSES
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148552,"Miscellaneous Comments (e.g., individuals particularly noteworthy, suggestions for improvements, etc..)",It went very smooth and not stressful.  I appreciate that.,1,858
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148552,"Miscellaneous Comments (e.g., individuals particularly noteworthy, suggestions for improvements, etc..)","It would be helpful to have an email with the information needed, plus follow up before the appt to make sure information is gathered and appt time is confirmed. Other than one phonecall to set the appt., I had no other correspondence with the auditor.",1,858
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148552,"Miscellaneous Comments (e.g., individuals particularly noteworthy, suggestions for improvements, etc..)",It would be nice to have a checklist of what the auditor would like us to provide them to make the process easier,1,858
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148552,"Miscellaneous Comments (e.g., individuals particularly noteworthy, suggestions for improvements, etc..)",It would have been great to have guidelines/law in writing where it specifically addresses in detail the item that I could have deducted from reportable gross wages & how to calculate.,1,858
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148552,"Miscellaneous Comments (e.g., individuals particularly noteworthy, suggestions for improvements, etc..)","It would have been great to have more time to gather the audit materials. The letter was sent on Dec. 21 (right before the holidays, and during the prolonged mailing season) and due in 10 days, so we were late by the time we even received the mailed notice and then had to drop everything to respond/submit immediately. Otherwise, the audit process was very smooth and Thomson was enjoyable to work with.",1,858
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148552,"Miscellaneous Comments (e.g., individuals particularly noteworthy, suggestions for improvements, etc..)","It would have been helpful if the auditor was more familiar with our company and history prior to the call. Many of the questions asked were very redundant due to changes made in 2020 and steps already taken to update everything. The information was in the file, just not reviewed prior to the call. ",1,858
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148552,"Miscellaneous Comments (e.g., individuals particularly noteworthy, suggestions for improvements, etc..)",It would have been helpful to have notice of the audit inspection and what it was -- I wouldn't always have time for an unscheduled phone call of an hour.,1,858
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148552,"Miscellaneous Comments (e.g., individuals particularly noteworthy, suggestions for improvements, etc..)",James Day was great to work with!,1,858
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148552,"Miscellaneous Comments (e.g., individuals particularly noteworthy, suggestions for improvements, etc..)","James did an excellent job on this audit.  He clearly defined the purpose, understood and answered my questions promptly.  Many thanks!",1,858
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148552,"Miscellaneous Comments (e.g., individuals particularly noteworthy, suggestions for improvements, etc..)",James was great to work with and he explained everything in depth.  He was very professional.,1,858
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148552,"Miscellaneous Comments (e.g., individuals particularly noteworthy, suggestions for improvements, etc..)",James was very friendly and very knowledgeable.,1,858
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148552,"Miscellaneous Comments (e.g., individuals particularly noteworthy, suggestions for improvements, etc..)",James was very professional and the audit was quickly completed,1,858
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148552,"Miscellaneous Comments (e.g., individuals particularly noteworthy, suggestions for improvements, etc..)",James was very professional during the audit. Thank you!,1,858
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148552,"Miscellaneous Comments (e.g., individuals particularly noteworthy, suggestions for improvements, etc..)",Jason was timely and kind. He did a good job. ,1,858
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148552,"Miscellaneous Comments (e.g., individuals particularly noteworthy, suggestions for improvements, etc..)",Jeff is a true professional and excellent representative for your organization!,1,858
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148552,"Miscellaneous Comments (e.g., individuals particularly noteworthy, suggestions for improvements, etc..)",Jeff was good at explaining issues and he was correct in his finding.  When chatting with several Fiscal Officer's none of us had issues with the auditors.  But we were all confused as to why none of us were a where of the Deferred Comp/Sec 125 and about a P/T manual number for firefighters.  None of us have had audits in our years of service that range from 10 to 42 years in office.,1,858
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148552,"Miscellaneous Comments (e.g., individuals particularly noteworthy, suggestions for improvements, etc..)","Jeff was very easy to work with, very patient and explained everything very clearly.",1,858
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148552,"Miscellaneous Comments (e.g., individuals particularly noteworthy, suggestions for improvements, etc..)",Jeffrey Simbeck and Waida were both very responsive and helpful. They got the audit scheduled and even after scheduling changes needed to be made things went smoothly. Because Jeffrey was familiar with our company and had audited us in the past things went very quickly. I understood his findings and suggestions and he explained everything well.,1,858
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148552,"Miscellaneous Comments (e.g., individuals particularly noteworthy, suggestions for improvements, etc..)",Jeffrey Simbeck went above & beyond in helping me to get all of the information that I needed & to help me understand what he was looking for.  He was pleasant and extremely helpful & responded quickly when I inquired.,1,858
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148552,"Miscellaneous Comments (e.g., individuals particularly noteworthy, suggestions for improvements, etc..)","Jeremey Bernard was very nice to speak to on the phone, very knowledgeable and definitely wanted to make sure I understood the process and why there was an audit.",1,858
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148552,"Miscellaneous Comments (e.g., individuals particularly noteworthy, suggestions for improvements, etc..)",Jeremy B was very helpful and professional.  I answered Question 6 with a no because it was my understanding I would receive an email response and have not received that but Jeremy did explain the results to be verbally.,1,858
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148552,"Miscellaneous Comments (e.g., individuals particularly noteworthy, suggestions for improvements, etc..)","Jeremy Bernard was very friendly, one of the nicest persons I've met.  I appreciate that BWC emailed me in plenty of time for the appointment so I could gather the information.  Thank you!",1,858
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148552,"Miscellaneous Comments (e.g., individuals particularly noteworthy, suggestions for improvements, etc..)","Jeremy Bernard was very helpful and explained everything in terms I could understand. Thanks, Jeremy!",1,858
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148552,"Miscellaneous Comments (e.g., individuals particularly noteworthy, suggestions for improvements, etc..)",Jeremy Bernard was wonderful to work with.  I had never done an audit before and he was very good at explaining what exactly was needed.,1,858
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148552,"Miscellaneous Comments (e.g., individuals particularly noteworthy, suggestions for improvements, etc..)",Jeremy and Hazel were excellent to work with and very understanding on my schedule conflicts with tax deadlines as well as additional time needed to gather reports due to a change in payroll providers.,1,858
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148552,"Miscellaneous Comments (e.g., individuals particularly noteworthy, suggestions for improvements, etc..)",Jeremy did a great job!,1,858
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148552,"Miscellaneous Comments (e.g., individuals particularly noteworthy, suggestions for improvements, etc..)",Jeremy is an excellent auditor. ,1,858
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148552,"Miscellaneous Comments (e.g., individuals particularly noteworthy, suggestions for improvements, etc..)",Jeremy is excellent. Very easy to work with.,1,858
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148552,"Miscellaneous Comments (e.g., individuals particularly noteworthy, suggestions for improvements, etc..)",Jeremy is very knowledgeable.  He had an excellent understanding of BWC policies and how they affected our company.  He was able to explained things in a way that was easy for anyone to understand the application.  ,1,858
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148552,"Miscellaneous Comments (e.g., individuals particularly noteworthy, suggestions for improvements, etc..)",Jeremy provided a very satisfactory experience!,1,858
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148552,"Miscellaneous Comments (e.g., individuals particularly noteworthy, suggestions for improvements, etc..)",Jeremy was kind and very easy to work with.,1,858
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148552,"Miscellaneous Comments (e.g., individuals particularly noteworthy, suggestions for improvements, etc..)","Jeremy was professional, knowledgeable, and clear/concise throughout the audit process.  ",1,858
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148552,"Miscellaneous Comments (e.g., individuals particularly noteworthy, suggestions for improvements, etc..)",Jeremy was very informative on all levels. He helped me with my business classification and I even made it easier on myself going under one class. I really appreciated his time and knowledge.,1,858
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148552,"Miscellaneous Comments (e.g., individuals particularly noteworthy, suggestions for improvements, etc..)",Jeremy was very knowledgeable and easy to work with.  A positive experience.,1,858
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148552,"Miscellaneous Comments (e.g., individuals particularly noteworthy, suggestions for improvements, etc..)",Jeremy was very professional and patient ,1,858
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148552,"Miscellaneous Comments (e.g., individuals particularly noteworthy, suggestions for improvements, etc..)",Jeremy was very professional and so kind.  Great job!,1,858
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148552,"Miscellaneous Comments (e.g., individuals particularly noteworthy, suggestions for improvements, etc..)","Joe was very helpful and had the attitude that he wanted our company to succeed. Plus he wanted to accomplish this audit with efficiency and correctness. Thanks, Joe.",1,858
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148552,"Miscellaneous Comments (e.g., individuals particularly noteworthy, suggestions for improvements, etc..)",Joe was very through and responded to my five million emails quickly. ,1,858
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148552,"Miscellaneous Comments (e.g., individuals particularly noteworthy, suggestions for improvements, etc..)","John Brunner was an excellent agent during our conversation.  He was knowledgeable, informative, and a pleasure to work with.  He shared information directly related to my policy, as well as the overall program administration in Ohio.",1,858
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148552,"Miscellaneous Comments (e.g., individuals particularly noteworthy, suggestions for improvements, etc..)",John Brunner was very helpful in helping me to understand what was needed for the audit.  We worked through some differences because I needed clarity on explanation of some language.  ,1,858
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148552,"Miscellaneous Comments (e.g., individuals particularly noteworthy, suggestions for improvements, etc..)","John Kovacs did a great a job, he is knowledgeable, helpful and very efficient during the audit process and follow up. ",1,858
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148552,"Miscellaneous Comments (e.g., individuals particularly noteworthy, suggestions for improvements, etc..)",John was answered all of my questions and was very professional. I would be happy to have him for any audits in the future.,1,858
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148552,"Miscellaneous Comments (e.g., individuals particularly noteworthy, suggestions for improvements, etc..)",John was prompt and professional.  He answered any questions I had about documentation needed,1,858
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148552,"Miscellaneous Comments (e.g., individuals particularly noteworthy, suggestions for improvements, etc..)",John was very helpful and courteous,1,858
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148552,"Miscellaneous Comments (e.g., individuals particularly noteworthy, suggestions for improvements, etc..)","Jordan did a great job, was very responsive throughout the process and worked through all the difficulties we had with the collection of the job.  ",1,858
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148552,"Miscellaneous Comments (e.g., individuals particularly noteworthy, suggestions for improvements, etc..)",Joseph was great to work with throughout this process.,1,858
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148552,"Miscellaneous Comments (e.g., individuals particularly noteworthy, suggestions for improvements, etc..)",Joseph was very professional and kind in reminding me of the construction caps and how they work. I had a very good experience during this audit.,1,858
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148552,"Miscellaneous Comments (e.g., individuals particularly noteworthy, suggestions for improvements, etc..)",Joseph was very respectful and courteous on his visit.  He explained everything very clearly and was very efficient in his audit.,1,858
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148552,"Miscellaneous Comments (e.g., individuals particularly noteworthy, suggestions for improvements, etc..)",Josh Dusenbery was excellent to work with.  He was very friendly and knowledgeable.  My only wish was that this was done when I first received my policy. ,1,858
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148552,"Miscellaneous Comments (e.g., individuals particularly noteworthy, suggestions for improvements, etc..)","Josh was very kind, very professional and courteous.  This was my first audit as the business is new to my husband and I.  I appreciated his help and understanding.",1,858
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148552,"Miscellaneous Comments (e.g., individuals particularly noteworthy, suggestions for improvements, etc..)",Just waiting on whether there were any modifications to the rates but I believe all was in good order. He s a great team member. Thank you. ,1,858
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148552,"Miscellaneous Comments (e.g., individuals particularly noteworthy, suggestions for improvements, etc..)",Keep up the good work Jeremy!,1,858
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148552,"Miscellaneous Comments (e.g., individuals particularly noteworthy, suggestions for improvements, etc..)",Keep up the good work.,1,858
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148552,"Miscellaneous Comments (e.g., individuals particularly noteworthy, suggestions for improvements, etc..)",Ken Fox is always so great to work with.  ,1,858
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148552,"Miscellaneous Comments (e.g., individuals particularly noteworthy, suggestions for improvements, etc..)","Ken could not have been better. Easy to work with, very understanding, and highly professional. BWC is lucky to have him.",1,858
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148552,"Miscellaneous Comments (e.g., individuals particularly noteworthy, suggestions for improvements, etc..)",Ken was great to work with.,1,858
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148552,"Miscellaneous Comments (e.g., individuals particularly noteworthy, suggestions for improvements, etc..)","Ken was very friendly, but professional.  I found him to be knowledgeable and willing to discuss issues.  He was very straightforward with the information we needed to provide and how it affected the audit/premium determination.  I enjoyed our brief interaction.  ",1,858
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148552,"Miscellaneous Comments (e.g., individuals particularly noteworthy, suggestions for improvements, etc..)",Ken was very helpful in explaining any changes he needed to make.  He provided me with additional information so I could stay up to date with changes.,1,858
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148552,"Miscellaneous Comments (e.g., individuals particularly noteworthy, suggestions for improvements, etc..)",Kenneth was extremely helpful and I now have a great contact at OH WC for premium questions.,1,858
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148552,"Miscellaneous Comments (e.g., individuals particularly noteworthy, suggestions for improvements, etc..)",LaShonda was a very kind gal and took time with me. I did appreciate her  customer service  which lately with so many businesses has went out the door! LaShonda is a keeper,1,858
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148552,"Miscellaneous Comments (e.g., individuals particularly noteworthy, suggestions for improvements, etc..)","Lashonda was very professional, knowledgeable and patient with my questions and her explanations.",1,858
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148552,"Miscellaneous Comments (e.g., individuals particularly noteworthy, suggestions for improvements, etc..)","Lee Arthrell is professional, efficient and a pleasure to work with.",1,858
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148552,"Miscellaneous Comments (e.g., individuals particularly noteworthy, suggestions for improvements, etc..)",Lee Arthrell was a pleasure to work with!  He took the time to explain things thoroughly and helped to put us at ease during the audit process.,1,858
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148552,"Miscellaneous Comments (e.g., individuals particularly noteworthy, suggestions for improvements, etc..)",Lee Arthrell was very courtesy and knowledgeable to work with.   ,1,858
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148552,"Miscellaneous Comments (e.g., individuals particularly noteworthy, suggestions for improvements, etc..)",Lee had a lot of patience with me. This was my first audit with HC Companies. I appreciate all the time and understanding he showed me. ,1,858
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148552,"Miscellaneous Comments (e.g., individuals particularly noteworthy, suggestions for improvements, etc..)",Lee is always a pleasure to work with.,1,858
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148552,"Miscellaneous Comments (e.g., individuals particularly noteworthy, suggestions for improvements, etc..)",Lee represents OBWC very well.  He is very knowledgeable and very professional.,1,858
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148552,"Miscellaneous Comments (e.g., individuals particularly noteworthy, suggestions for improvements, etc..)",Lee was very helpful and patient with all the questions I had.,1,858
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148552,"Miscellaneous Comments (e.g., individuals particularly noteworthy, suggestions for improvements, etc..)",Lee was very personable and very thorough in asking questions about the business and the tasks for which the employees are responsible. ,1,858
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148552,"Miscellaneous Comments (e.g., individuals particularly noteworthy, suggestions for improvements, etc..)",MIchelle was great to work with and she explained things so well.  My staff and I have nothing but good things to say about how efficient the process was and how much we learned.  Thank You to Michelle.,1,858
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148552,"Miscellaneous Comments (e.g., individuals particularly noteworthy, suggestions for improvements, etc..)","MR. Kovacs, J was very friendly and prompt to help with my questions.      Policy Number   1191788  Company           PLAYGROUND WORLD INC  BWC Auditor      Kovacs, J  Date of Audit      3/15/2021",1,858
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148552,"Miscellaneous Comments (e.g., individuals particularly noteworthy, suggestions for improvements, etc..)","Mandi Rohr is very good at what she does, she didn't have any questions for me during the audit. She provided a report but no explanation of the report or followup.",1,858
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148552,"Miscellaneous Comments (e.g., individuals particularly noteworthy, suggestions for improvements, etc..)",Mandi was very pleasant to work with!,1,858
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148552,"Miscellaneous Comments (e.g., individuals particularly noteworthy, suggestions for improvements, etc..)",Marilyn Spicer was very helpful as this Employer is being switched to an LLC partnership.,1,858
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148552,"Miscellaneous Comments (e.g., individuals particularly noteworthy, suggestions for improvements, etc..)",Marilyn did an excellent job. She conducted the audit in a very timely manner and kept communication open with me throughout the entire process ,1,858
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148552,"Miscellaneous Comments (e.g., individuals particularly noteworthy, suggestions for improvements, etc..)",Marilyn is a wonderful person to work with.  Audits can be nerve wracking but she is so good at making everything go smoothe. ,1,858
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148552,"Miscellaneous Comments (e.g., individuals particularly noteworthy, suggestions for improvements, etc..)","Marilyn is always very professional, sometimes a little lengthy in her emails, but overall painless to work with.",1,858
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148552,"Miscellaneous Comments (e.g., individuals particularly noteworthy, suggestions for improvements, etc..)",Marilyn was a pleasure to work with. She is knowledgeable and helpful.  She was also very understanding as I had just gone through heart surgery - very patient with my response time.,1,858
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148552,"Miscellaneous Comments (e.g., individuals particularly noteworthy, suggestions for improvements, etc..)","Marilyn was great to work with, she was very helpful and explained everything very well.",1,858
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148552,"Miscellaneous Comments (e.g., individuals particularly noteworthy, suggestions for improvements, etc..)",Marilyn was very courteous and knowledgeable during the audit process. ,1,858
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148552,"Miscellaneous Comments (e.g., individuals particularly noteworthy, suggestions for improvements, etc..)",Marilyn was very helpful and understanding!,1,858
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148552,"Miscellaneous Comments (e.g., individuals particularly noteworthy, suggestions for improvements, etc..)",Marilyn was very helpful and was able to answer all our questions. I wish every auditor would be like her!,1,858
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148552,"Miscellaneous Comments (e.g., individuals particularly noteworthy, suggestions for improvements, etc..)",Marilyn was very helpful in explaining what was needed and why it was needed.  She made the audit process very simple for me.  Great Job!,1,858
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148552,"Miscellaneous Comments (e.g., individuals particularly noteworthy, suggestions for improvements, etc..)",Marilyn was very knowledgeable and made sure I understood what was being asked/done. She was great! ,1,858
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148552,"Miscellaneous Comments (e.g., individuals particularly noteworthy, suggestions for improvements, etc..)","Mary Williams and Joseph Maurizi were both very responsive, helpful, knowledgeable.  Their professionalism was appreciated.  ",1,858
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148552,"Miscellaneous Comments (e.g., individuals particularly noteworthy, suggestions for improvements, etc..)",Maybe make the process of understanding the different codes and what they're for and how to separate out payroll amounts for each easier for first time office personel.,1,858
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148552,"Miscellaneous Comments (e.g., individuals particularly noteworthy, suggestions for improvements, etc..)","Maybe taking the documentation at face value should be sufficient for a small business that literally could not make enough in the audit period to pay anyone, including the owner, should be sufficient. There was no need for more time to be spent on this. ",1,858
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148552,"Miscellaneous Comments (e.g., individuals particularly noteworthy, suggestions for improvements, etc..)","Michael was very professional.  He was handed our data, did his thing and concluded that our data was perfect at the end of the audit.  Easy peasy process.",1,858
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148552,"Miscellaneous Comments (e.g., individuals particularly noteworthy, suggestions for improvements, etc..)",Michelle Burke did a excellent Job.  Thanks  ,1,858
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148552,"Miscellaneous Comments (e.g., individuals particularly noteworthy, suggestions for improvements, etc..)",Michelle Burke seemed extremely knowledgeable and was very helpful and thorough in her explanations of the details. ,1,858
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148552,"Miscellaneous Comments (e.g., individuals particularly noteworthy, suggestions for improvements, etc..)",Michelle Burke was a pleasure to work with!,1,858
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148552,"Miscellaneous Comments (e.g., individuals particularly noteworthy, suggestions for improvements, etc..)",Michelle Strauss did a wonderful job and was very patient with me through the process and always followed up with phone calls and emails.  My response time was slow due to our busy season and then illness but she worked with me through it and I really appreciated her patience in helping me get the audit get completed-Thank you!,1,858
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148552,"Miscellaneous Comments (e.g., individuals particularly noteworthy, suggestions for improvements, etc..)","Michelle Strauss was extremely helpful, kind, and patient.  She was fantastic!  Let's all try & be like Michelle.",1,858
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148552,"Miscellaneous Comments (e.g., individuals particularly noteworthy, suggestions for improvements, etc..)",Michelle did a great job keeping the audit moving and helping me to better understand our classifications and the reporting process.  ,1,858
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148552,"Miscellaneous Comments (e.g., individuals particularly noteworthy, suggestions for improvements, etc..)",Michelle was extremely helpful on some new issues that arose!  She is a great employee of the Bureau and very knowledgeable!,1,858
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148552,"Miscellaneous Comments (e.g., individuals particularly noteworthy, suggestions for improvements, etc..)",Michelle was extremely helpful. This was the first time that I handled the Ohio BWC audit and didn't understand a lot of it. She explained how everything works and I feel way more knowledgeable on this. She went above and beyond!,1,858
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148552,"Miscellaneous Comments (e.g., individuals particularly noteworthy, suggestions for improvements, etc..)",Michelle was great to work with.  She was very helpful.,1,858
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148552,"Miscellaneous Comments (e.g., individuals particularly noteworthy, suggestions for improvements, etc..)","Michelle was professional, friendly, explained everything clearly, and made the process easy.  It was a very organized process.  ",1,858
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148552,"Miscellaneous Comments (e.g., individuals particularly noteworthy, suggestions for improvements, etc..)",Michelle was so helpful in helping me understand more about the classification codes to ensure I'm using them correctly and was very understanding of my crazy year end schedule.,1,858
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148552,"Miscellaneous Comments (e.g., individuals particularly noteworthy, suggestions for improvements, etc..)",Michelle was so kind and professional. She was easy to work with and helped the process run smoothly and efficiently.,1,858
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148552,"Miscellaneous Comments (e.g., individuals particularly noteworthy, suggestions for improvements, etc..)","Michelle was very easy to work with on our audit. As a new employee, this was my first audit and Michelle was very patient, knowledgeable and professional.",1,858
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148552,"Miscellaneous Comments (e.g., individuals particularly noteworthy, suggestions for improvements, etc..)",Michelle was very personable and informative. She educated me on a policy that I wasn't aware of. Thank you!,1,858
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148552,"Miscellaneous Comments (e.g., individuals particularly noteworthy, suggestions for improvements, etc..)","Michelle was very personable, professional and easy to work with!",1,858
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148552,"Miscellaneous Comments (e.g., individuals particularly noteworthy, suggestions for improvements, etc..)",Michelle was very pleasant and did a great job.,1,858
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148552,"Miscellaneous Comments (e.g., individuals particularly noteworthy, suggestions for improvements, etc..)",Michelle was very professional and offered suggestions to make it easier for me in the future.  ,1,858
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148552,"Miscellaneous Comments (e.g., individuals particularly noteworthy, suggestions for improvements, etc..)",Michelle was very professional.,1,858
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148552,"Miscellaneous Comments (e.g., individuals particularly noteworthy, suggestions for improvements, etc..)","Michelle, the auditor was fabulous. She really help us understand the in's and out's of this and shared her knowledge as this was our first time being audited. It was a great learning experience, much appreciated!",1,858
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148552,"Miscellaneous Comments (e.g., individuals particularly noteworthy, suggestions for improvements, etc..)",Mike was the most informative individual I have worked with on an audit. I was very happy with the results and his explanations. Thank you very much for everything!,1,858
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148552,"Miscellaneous Comments (e.g., individuals particularly noteworthy, suggestions for improvements, etc..)","Monica Bowling was a pleasure work with! She was very thorough, provided good explanations, answered all my questions, and was excellent. ",1,858
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148552,"Miscellaneous Comments (e.g., individuals particularly noteworthy, suggestions for improvements, etc..)",Monica was very helpful and informed me of additional resources that the Bureau will provide to schools concerning classification of employees.  ,1,858
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148552,"Miscellaneous Comments (e.g., individuals particularly noteworthy, suggestions for improvements, etc..)",Monica was very informative.  I appreciated her knowledge and level of professionalism,1,858
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148552,"Miscellaneous Comments (e.g., individuals particularly noteworthy, suggestions for improvements, etc..)",Mr Day was professional and courteous.,1,858
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148552,"Miscellaneous Comments (e.g., individuals particularly noteworthy, suggestions for improvements, etc..)",Mr Hindley took time to explain everything to me and answered all of my questions. ,1,858
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148552,"Miscellaneous Comments (e.g., individuals particularly noteworthy, suggestions for improvements, etc..)","Mr Simbeck was very thorough, competent and professional    ",1,858
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148552,"Miscellaneous Comments (e.g., individuals particularly noteworthy, suggestions for improvements, etc..)",Mr Wheeler did a great job!!  ,1,858
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148552,"Miscellaneous Comments (e.g., individuals particularly noteworthy, suggestions for improvements, etc..)",Mr Wheeler was very professional and patient with my understanding of the audit process.  Appreciated his time ,1,858
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148552,"Miscellaneous Comments (e.g., individuals particularly noteworthy, suggestions for improvements, etc..)","Mr Wheeler's emails were very nice, but the process seems to be dragging out a long time for my simple little audit.  We spent several weeks emailing back & forth, I still don't know the final results from the Review Dept, and Mr. Wheeler says that will take 2-3 months.  It seems like all that could have been done in a 1-hour visit to my office.",1,858
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148552,"Miscellaneous Comments (e.g., individuals particularly noteworthy, suggestions for improvements, etc..)",Mr. Arthrell did a great job. He helped me understand code differences and a few other things. I really appreciated his understanding and knowing exactly what I was talking about.,1,858
Ohio Bureau of Workers' Compensation Employer Audit Survey,605148552,"Miscellaneous Comments (e.g., individuals particularly noteworthy, suggestions for improvements, etc..)",Mr. Brunner was courteous and professional.,1,858
